subgroup_id,timestamp,line_id,machine_id,product_id,shift,sample_number,ctq_dimension_mm,lsl_mm,usl_mm
SG-MC-01-2024013008,2024-01-30 08:00:00,LINE-A,MC-01,PRD-C,B,2,42.03759819224862,41.8,42.2
SG-MC-01-2024013008,2024-01-30 08:00:00,LINE-A,MC-01,PRD-C,B,3,41.982887541348454,41.8,42.2
SG-MC-01-2024013008,2024-01-30 08:00:00,LINE-A,MC-01,PRD-C,B,4,41.96919396005187,41.8,42.2
SG-MC-01-2024013008,2024-01-30 08:00:00,LINE-A,MC-01,PRD-C,B,5,41.994801373081856,41.8,42.2
SG-MC-01-2024013016,2024-01-30 16:00:00,LINE-A,MC-01,PRD-C,C,1,42.04071054715421,41.8,42.2
SG-MC-01-2024013016,2024-01-30 16:00:00,LINE-A,MC-01,PRD-C,C,2,42.04301579703647,41.8,42.2
SG-MC-01-2024013016,2024-01-30 16:00:00,LINE-A,MC-01,PRD-C,C,3,41.986860220431346,41.8,42.2
SG-MC-01-2024013016,2024-01-30 16:00:00,LINE-A,MC-01,PRD-C,C,4,41.99100151972254,41.8,42.2
SG-MC-01-2024013016,2024-01-30 16:00:00,LINE-A,MC-01,PRD-C,C,5,42.00236269933925,41.8,42.2
SG-MC-01-2024013100,2024-01-31 00:00:00,LINE-A,MC-01,PRD-D,A,1,60.04647433692612,59.78,60.22
SG-MC-01-2024013100,2024-01-31 00:00:00,LINE-A,MC-01,PRD-D,A,2,60.01435437558281,59.78,60.22
SG-MC-01-2024013100,2024-01-31 00:00:00,LINE-A,MC-01,PRD-D,A,3,60.056549017314715,59.78,60.22
SG-MC-01-2024013100,2024-01-31 00:00:00,LINE-A,MC-01,PRD-D,A,4,60.03341065411593,59.78,60.22
SG-MC-01-2024013100,2024-01-31 00:00:00,LINE-A,MC-01,PRD-D,A,5,60.00915635854037,59.78,60.22
SG-MC-01-2024013108,2024-01-31 08:00:00,LINE-A,MC-01,PRD-D,B,1,60.00722932335467,59.78,60.22
SG-MC-01-2024013108,2024-01-31 08:00:00,LINE-A,MC-01,PRD-D,B,2,60.013857628543796,59.78,60.22
SG-MC-01-2024013108,2024-01-31 08:00:00,LINE-A,MC-01,PRD-D,B,3,60.00410466471595,59.78,60.22
SG-MC-01-2024013108,2024-01-31 08:00:00,LINE-A,MC-01,PRD-D,B,4,60.05259885425672,59.78,60.22
SG-MC-01-2024013108,2024-01-31 08:00:00,LINE-A,MC-01,PRD-D,B,5,60.00474460537804,59.78,60.22
SG-MC-01-2024013116,2024-01-31 16:00:00,LINE-A,MC-01,PRD-D,C,1,59.9412283682008,59.78,60.22
SG-MC-01-2024013116,2024-01-31 16:00:00,LINE-A,MC-01,PRD-D,C,2,60.01102446425176,59.78,60.22
SG-MC-01-2024013116,2024-01-31 16:00:00,LINE-A,MC-01,PRD-D,C,3,59.965469476223305,59.78,60.22
SG-MC-01-2024013116,2024-01-31 16:00:00,LINE-A,MC-01,PRD-D,C,4,60.010890329070556,59.78,60.22
SG-MC-01-2024013116,2024-01-31 16:00:00,LINE-A,MC-01,PRD-D,C,5,59.991601881485856,59.78,60.22
SG-MC-01-2024020100,2024-02-01 00:00:00,LINE-A,MC-01,PRD-D,A,1,59.97381350914414,59.78,60.22
SG-MC-01-2024020100,2024-02-01 00:00:00,LINE-A,MC-01,PRD-D,A,2,59.98737400571952,59.78,60.22
SG-MC-01-2024020100,2024-02-01 00:00:00,LINE-A,MC-01,PRD-D,A,3,60.024881561297484,59.78,60.22
SG-MC-01-2024020100,2024-02-01 00:00:00,LINE-A,MC-01,PRD-D,A,4,60.00486475114124,59.78,60.22
SG-MC-01-2024020100,2024-02-01 00:00:00,LINE-A,MC-01,PRD-D,A,5,60.01864609416975,59.78,60.22
SG-MC-01-2024020108,2024-02-01 08:00:00,LINE-A,MC-01,PRD-D,B,1,59.99951579236654,59.78,60.22
SG-MC-01-2024020108,2024-02-01 08:00:00,LINE-A,MC-01,PRD-D,B,2,60.07628982329243,59.78,60.22
SG-MC-01-2024020108,2024-02-01 08:00:00,LINE-A,MC-01,PRD-D,B,3,59.96303902521898,59.78,60.22
SG-MC-01-2024020108,2024-02-01 08:00:00,LINE-A,MC-01,PRD-D,B,4,60.02863923311502,59.78,60.22
SG-MC-01-2024020108,2024-02-01 08:00:00,LINE-A,MC-01,PRD-D,B,5,60.03871675191318,59.78,60.22
SG-MC-01-2024020116,2024-02-01 16:00:00,LINE-A,MC-01,PRD-D,C,1,60.015441528352056,59.78,60.22
SG-MC-01-2024020116,2024-02-01 16:00:00,LINE-A,MC-01,PRD-D,C,2,59.95946031687513,59.78,60.22
SG-MC-01-2024020116,2024-02-01 16:00:00,LINE-A,MC-01,PRD-D,C,3,60.01555725311041,59.78,60.22
SG-MC-01-2024020116,2024-02-01 16:00:00,LINE-A,MC-01,PRD-D,C,4,60.00893693002383,59.78,60.22
SG-MC-01-2024020116,2024-02-01 16:00:00,LINE-A,MC-01,PRD-D,C,5,59.95427410959067,59.78,60.22
SG-MC-01-2024020200,2024-02-02 00:00:00,LINE-A,MC-01,PRD-A,A,1,25.030983024283515,24.85,25.15
SG-MC-01-2024020200,2024-02-02 00:00:00,LINE-A,MC-01,PRD-A,A,2,25.026810788652465,24.85,25.15
SG-MC-01-2024020200,2024-02-02 00:00:00,LINE-A,MC-01,PRD-A,A,3,24.98107053915524,24.85,25.15
SG-MC-01-2024020200,2024-02-02 00:00:00,LINE-A,MC-01,PRD-A,A,4,24.99619652455675,24.85,25.15
SG-MC-01-2024020200,2024-02-02 00:00:00,LINE-A,MC-01,PRD-A,A,5,24.998913850908256,24.85,25.15
SG-MC-01-2024020208,2024-02-02 08:00:00,LINE-A,MC-01,PRD-A,B,1,25.0360433791549,24.85,25.15
SG-MC-01-2024020208,2024-02-02 08:00:00,LINE-A,MC-01,PRD-A,B,2,24.986997776918372,24.85,25.15
SG-MC-01-2024020208,2024-02-02 08:00:00,LINE-A,MC-01,PRD-A,B,3,25.019874135354065,24.85,25.15
SG-MC-01-2024020208,2024-02-02 08:00:00,LINE-A,MC-01,PRD-A,B,4,24.968360706806852,24.85,25.15
SG-MC-01-2024020208,2024-02-02 08:00:00,LINE-A,MC-01,PRD-A,B,5,24.93199218890213,24.85,25.15
SG-MC-01-2024020216,2024-02-02 16:00:00,LINE-A,MC-01,PRD-A,C,1,25.016351337319445,24.85,25.15
SG-MC-01-2024020216,2024-02-02 16:00:00,LINE-A,MC-01,PRD-A,C,2,24.96712042917413,24.85,25.15
SG-MC-01-2024020216,2024-02-02 16:00:00,LINE-A,MC-01,PRD-A,C,3,24.96742106958014,24.85,25.15
SG-MC-01-2024020216,2024-02-02 16:00:00,LINE-A,MC-01,PRD-A,C,4,25.00559404650263,24.85,25.15
SG-MC-01-2024020216,2024-02-02 16:00:00,LINE-A,MC-01,PRD-A,C,5,25.004007230561648,24.85,25.15
SG-MC-01-2024020300,2024-02-03 00:00:00,LINE-A,MC-01,PRD-A,A,1,25.007059456546116,24.85,25.15
SG-MC-01-2024020300,2024-02-03 00:00:00,LINE-A,MC-01,PRD-A,A,2,24.975656793929154,24.85,25.15
SG-MC-01-2024020300,2024-02-03 00:00:00,LINE-A,MC-01,PRD-A,A,3,25.03214187537896,24.85,25.15
SG-MC-01-2024020300,2024-02-03 00:00:00,LINE-A,MC-01,PRD-A,A,4,25.009164576897877,24.85,25.15
SG-MC-01-2024020300,2024-02-03 00:00:00,LINE-A,MC-01,PRD-A,A,5,24.961826150206218,24.85,25.15
